"Fecha;Hora;Texto_aviso_WinCC;Lugar_de_averia;Nombre_de_usuario"
"21/11/18;09:57:16 PM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"21/11/18;09:56:51 PM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"21/11/18;09:53:12 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:52:48 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:50:04 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:49:50 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:38:16 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:38:04 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:35:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:32:45 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;09:30:58 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:25:52 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:25:37 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:20:25 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:15:51 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:10:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:05:35 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:04:22 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:04:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:59:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:59:15 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:51:33 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:51:25 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:49:47 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:49:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:44:35 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:44:07 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:44:07 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;08:43:45 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;08:42:15 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:41:59 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:41:58 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:36:57 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:33:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:32:41 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:31:19 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:31:07 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:27:57 PM;Tunel Forum:    Fallo Comunicación;Forum;"
"21/11/18;08:27:45 PM;Tunel Forum:    Fallo Comunicación;Forum;"
"21/11/18;08:23:51 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:23:33 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:21:27 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:16:51 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:15:29 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;08:13:33 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;08:11:49 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:11:37 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:11:31 PM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"21/11/18;08:06:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:05:37 PM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"21/11/18;08:04:47 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;08:01:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:59:59 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:59:41 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:56:31 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;07:56:15 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;07:54:47 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:54:36 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:53:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:52:46 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:47:15 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:46:47 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:41:51 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:41:33 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:41:23 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:36:39 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:34:07 PM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"21/11/18;07:31:35 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:31:25 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:28:37 PM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"21/11/18;07:27:57 PM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"21/11/18;07:26:27 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:26:17 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:20:45 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;07:18:20 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;07:18:04 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;07:06:45 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;07:06:19 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:05:53 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;07:04:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:59:30 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:54:56 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;06:54:10 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:49:00 PM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"21/11/18;06:47:02 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;06:42:22 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:41:22 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:38:04 PM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"21/11/18;06:36:30 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:34:14 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:33:56 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:33:52 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:23:38 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:23:36 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:22:28 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;06:22:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:22:14 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;06:17:05 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:15:52 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:15:51 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:13:09 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:06:58 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:06:46 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:06:37 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;06:00:42 PM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"21/11/18;05:59:18 PM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"21/11/18;05:57:14 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;05:56:54 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;05:56:33 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:51:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:50:48 PM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"21/11/18;05:42:12 PM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"21/11/18;05:41:42 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:41:27 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:31:32 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:31:23 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:26:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:25:28 PM;Pozo 6:    Fallo comunicaciones;Pozo 6;"
"21/11/18;05:20:56 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;05:20:31 PM;Tunel San Feliu:    Fallo Comunicación;San Feliu;"
"21/11/18;05:20:15 PM;Tunel San Feliu:    Fallo Comunicación;San Feliu;"
"21/11/18;05:19:33 PM;Pozo 6:    Fallo comunicaciones;Pozo 6;"
"21/11/18;05:14:13 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:13:27 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:13:26 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:11:07 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;05:04:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:59:57 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;04:59:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:57:02 PM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"21/11/18;04:53:43 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:53:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:52:27 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;04:49:35 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;04:48:41 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;04:45:01 PM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"21/11/18;04:43:10 PM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva excesiva.;VilaOlimp1;"
"21/11/18;04:42:54 PM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"21/11/18;04:41:02 PM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"21/11/18;04:40:45 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:40:41 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;04:40:34 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:39:45 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:38:54 PM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"21/11/18;04:34:45 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:34:03 PM;Tunel Forum:    Fallo Comunicación;Forum;"
"21/11/18;04:33:51 PM;Tunel Forum:    Fallo Comunicación;Forum;"
"21/11/18;04:26:57 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:26:41 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:26:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:20:27 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:18:12 PM;Tunel San Feliu:    Potencia Reactiva bajo mónimos.;San Feliu;"
"21/11/18;04:17:16 PM;Tunel San Feliu:    Potencia Reactiva bajo mónimos.;San Feliu;"
"21/11/18;04:14:54 PM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"21/11/18;04:13:49 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:13:37 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:13:01 PM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"21/11/18;04:11:45 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:11:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:06:41 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:06:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:06:17 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;04:06:07 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;04:05:35 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:05:19 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:04:41 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;04:03:11 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;04:02:23 PM;WEBRT:RONDAS-PC:WebClient UTERONDESBCN04 - conexión establecida (Usuario=operador);;"
"21/11/18;04:00:43 PM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"21/11/18;03:58:45 PM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"21/11/18;03:58:43 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:58:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:57:23 PM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"21/11/18;03:53:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:50:09 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;03:44:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:41:53 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;03:41:41 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;03:41:25 PM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"21/11/18;03:39:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:38:53 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;03:33:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:33:25 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:27:41 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:23:03 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;03:22:41 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:18:23 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;03:06:13 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:06:00 PM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"21/11/18;03:05:53 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:02:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:02:20 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:02:18 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;03:02:02 PM;WEBRT:RONDAS-PC:WebClient UTERONDESBCN05 - conexión establecida (Usuario=operador);;"
"21/11/18;03:00:11 PM;WEBRT:RONDAS-PC:WebClient UTERONDESBCN04 - conexión desconectada (Usuario=operador);;"
"21/11/18;02:57:26 PM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"21/11/18;02:54:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:52:37 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;02:50:31 PM;Tunel Forum:    Fallo Comunicación;Forum;"
"21/11/18;02:49:39 PM;Tunel Forum:    Fallo Comunicación;Forum;"
"21/11/18;02:49:13 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;02:48:45 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;02:48:23 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:43:37 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:40:21 PM;Tunel Morrot:    Fallo Comunicación;Morrot;"
"21/11/18;02:39:25 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;02:36:43 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:36:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:36:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:33:57 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;02:31:51 PM;Tunel Morrot:    Fallo Comunicación;Morrot;"
"21/11/18;02:25:30 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:25:06 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;02:19:14 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:18:40 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:18:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:18:14 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;02:15:13 PM;WEBRT:RONDAS-PC:WebClient UTERONDESBCN04 - conexión establecida (Usuario=operador);;"
"21/11/18;02:15:13 PM;WEBRT:RONDAS-PC:WebClient UTERONDESBCN04 - conexión desconectada (Usuario=operador);;"
"21/11/18;02:13:24 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:12:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:09:56 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;02:09:46 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;02:08:20 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;02:07:32 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:07:30 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:06:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:01:42 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:01:28 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;02:00:32 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:58:28 PM;WEBRT:RONDAS-PC:WebClient UTERONDESBCN04 - conexión establecida (Usuario=operador);;"
"21/11/18;01:55:32 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:54:56 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;01:54:47 PM;WEBRT:RONDAS-PC:WebClient UTERONDESBCN05 - conexión desconectada (Usuario=operador);;"
"21/11/18;01:54:26 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:54:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:48:42 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:48:26 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:43:50 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:43:36 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:43:23 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:42:00 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;01:38:30 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:34:50 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;01:32:52 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:32:32 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:28:50 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;01:27:10 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:26:56 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:26:49 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:25:38 PM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"21/11/18;01:24:47 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;01:24:32 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;01:23:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:21:35 PM;Tunel Baró de Viver:    Potencia Reactiva bajo mónimos.;Collserola;"
"21/11/18;01:19:47 PM;Tunel Baró de Viver:    Potencia Reactiva bajo mónimos.;Collserola;"
"21/11/18;01:18:30 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:18:20 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;01:16:32 PM;Pozo 5:    Fallo Comunicación;Pozo 5;"
